2,Emirates Airline,Operating revenue,Cargo,"11,263.00","12,298.00","11,140.00"
3,Emirates Airline,Operating revenue,Excess baggage,412,436,413
4,Emirates Airline,Operating costs,Operating costs,"78,376.00","82,926.00","76,714.00"
5,Emirates Airline,Operating costs,Fuel and oil,"30,685.00","28,690.00","19,731.00"
6,Emirates Airline,Operating costs,Employee,"10,230.00","11,851.00","12,452.00"
7,Emirates Airline,Operating costs,Aircraft operating leases,"6,548.00","6,920.00","8,085.00"
8,Emirates Airline,Operating costs,Sales and marketing,"5,421.00","6,098.00","5,893.00"
9,Emirates Airline,Operating costs,Handling,"4,648.00","5,094.00","5,646.00"
10,Emirates Airline,Operating costs,Depreciation and amortisation,"6,421.00","7,446.00","8,000.00"
11,Emirates Airline,Operating profit (loss),Operating profit (loss),"4,260.00","5,893.00","8,330.00"
12,Emirates Airline,Net profit (loss),Net profit (loss),"3,254.00","4,555.00","7,125.00"
13,Emirates Airline,Total assets,Total assets,"101,604.00","111,362.00","119,179.00"
14,Emirates Airline,Cash and cash equivalents,Cash and cash equivalents,"7,807.00","8,397.00","12,427.00"
15,Emirates Airline,Total liabilities,Total liabilities,"76,133.00","83,076.00","86,774.00"
16,Emirates Airline,Total liabilities,Inflight catering and other operating costs,,,"4,114.00"
17,Emirates Airline,Total liabilities,Overflying,,,"2,711.00"
18,Emirates Airline,Total liabilities,Aircraft maintenance,,,"2,513.00"
19,Emirates Airline,Total liabilities,Facilities and IT costs,,,"2,347.00"
20,Emirates Airline,Total liabilities,Landing and parking,,,"1,992.00"
0,easyJet,Operating revenue,Operating revenue,"4,258.00","4,527.00","4,686.00"
1,easyJet,Operating costs,Operating costs,"3,761.00","3,946.00","3,998.00"
2,easyJet,Operating costs,Aircraft fuel,"1,182.00","1,251.00","1,199.00"
3,easyJet,Operating costs,Ground operations,"1,078.00","1,107.00","1,122.00"
4,easyJet,Operating costs,Crew,454,479,505
5,easyJet,Operating costs,Navigation,294,307,313
6,easyJet,Operating costs,Maintenance,212,212,229
7,easyJet,Operating profit (loss),Operating profit (loss),497,581,688
8,easyJet,Net profit (loss),Net profit (loss),398,450,548
9,easyJet,Total assets,Total assets,"4,412.00","4,482.00","4,828.00"
10,easyJet,Cash and cash equivalents,Cash and cash equivalents,"1,013.00",424,650
11,easyJet,Total liabilities,Total liabilities,"2,395.00","2,310.00","2,579.00"
0,Air France,Operating revenue,Operating revenue,"25,520.00","24,912.00","26,059.00"
1,Air France,Operating revenue,Passenger,"20,112.00","19,570.00","20,541.00"
2,Air France,Operating revenue,Cargo,"2,816.00","2,681.00","2,425.00"
3,Air France,Operating costs,Operating costs,"25,400.00","25,567.00","26,359.00"
4,Air France,Operating costs,Salaries and related costs,"7,482.00","7,636.00","7,852.00"
5,Air France,Operating costs,Aircraft fuel,"6,897.00","6,629.00","6,183.00"
6,Air France,Operating costs,"Amortisation, depreciation and provisions","1,725.00","1,718.00","1,631.00"
7,Air France,Operating costs,Landing fees and en route charges,"1,839.00","1,840.00","1,947.00"
8,Air France,Operating costs,Handling charges and other operating costs,"1,405.00","1,476.00","1,536.00"
9,Air France,Operating costs,Aircraft maintenance,"1,303.00","1,729.00","2,372.00"
10,Air France,Operating costs,Aircraft operating lease,913,873,"1,027.00"
11,Air France,Operating costs,Commercial and distribution,852,870,896
12,Air France,Operating costs,Catering,589,591,655
13,Air France,Operating costs,Chartering costs,455,438,430
14,Air France,Operating profit (loss),Operating profit (loss),130,-129,816
15,Air France,Net profit (loss),Net profit (loss),"-1,818.00",-216,127
16,Air France,Total assets,Total assets,"25,423.00","23,241.00","23,335.00"
17,Air France,Cash and cash equivalents,Cash and cash equivalents,"3,684.00","3,159.00","3,104.00"
18,Air France,Total liabilities,Total liabilities,"23,133.00","23,894.00","23,062.00"
0,jetBlue Airways,Operating revenue,Operating revenue,"5,441.00","5,817.00","6,416.00"
1,jetBlue Airways,Operating revenue,Passenger,"4,971.00","5,343.00","5,893.00"
2,jetBlue Airways,Operating revenue,Others,470,474,523
3,jetBlue Airways,Operating costs,Operating costs,"5,013.00","5,302.00","5,200.00"
4,jetBlue Airways,Operating costs,Aircraft fuel,"1,899.00","1,912.00","1,348.00"
5,jetBlue Airways,Operating costs,"Salaries, wages and benefits","1,135.00","1,294.00","1,540.00"
6,jetBlue Airways,Operating costs,Landing fees and other rents,305,321,342
7,jetBlue Airways,Operating costs,Maintanence materials and repairs,432,418,490
8,jetBlue Airways,Operating costs,Sales and marketing,223,231,264
9,jetBlue Airways,Operating costs,Depreciation and amortisation,290,320,345
10,jetBlue Airways,Operating costs,Aircraft rent,128,124,122
11,jetBlue Airways,Operating profit (loss),Operating profit (loss),428,515,"1,216.00"
12,jetBlue Airways,Net profit (loss),Net profit (loss),168,401,677
13,jetBlue Airways,Total assets,Total assets,"7,350.00","7,839.00","8,660.00"
14,jetBlue Airways,Cash and cash equivalents,Cash and cash equivalents,225,341,318
15,jetBlue Airways,Total liabilities,Total liabilities,"5,216.00","5,310.00","5,450.00"
0,Endeavor Air,Operating revenue,Operating revenue,"37,773.00","40,362.00","40,704.00"
1,Endeavor Air,Operating revenue,Passenger,"32,942.00","34,954.00","34,782.00"
2,Endeavor Air,Operating revenue,Cargo,937,934,813
3,Endeavor Air,Operating revenue,Others,"3,894.00","4,474.00","5,109.00"
4,Endeavor Air,Operating costs,Operating costs,"34,373.00","38,156.00","32,902.00"
5,Endeavor Air,Operating costs,Aircraft fuel,"9,397.00","11,668.00","6,544.00"
6,Endeavor Air,Operating costs,Salaries and related costs,"7,720.00","8,120.00","8,776.00"
7,Endeavor Air,Operating costs,Regional carrier expense,"5,669.00","5,237.00","4,241.00"
8,Endeavor Air,Operating costs,Aircraft maintenance materials and outside repairs,"1,852.00","1,828.00","1,848.00"
9,Endeavor Air,Operating costs,Contract services,"1,665.00","1,749.00","1,848.00"
10,Endeavor Air,Operating costs,Depreciation and amortisation,"1,658.00","1,771.00","1,835.00"
11,Endeavor Air,Operating costs,Passenger commissions and other selling expenses,"1,603.00","1,700.00","1,672.00"
12,Endeavor Air,Operating costs,Landing fees and other rents,"1,410.00","1,442.00","1,493.00"
13,Endeavor Air,Operating costs,Passenger service,762,810,872
14,Endeavor Air,Operating costs,Profit sharing,506,"1,085.00","1,490.00"
15,Endeavor Air,Operating costs,Aircraft rent,209,233,250
16,Endeavor Air,Operating profit (loss),Operating profit (loss),"3,400.00","2,206.00","7,802.00"
17,Endeavor Air,Net profit (loss),Net profit (loss),"10,540.00",659,"4,526.00"
18,Endeavor Air,Total assets,Total assets,"52,252.00","54,005.00","53,134.00"
19,Endeavor Air,Cash and cash equivalents,Cash and cash equivalents,"2,844.00","2,088.00","1,972.00"
20,Endeavor Air,Total liabilities,Total liabilities,"40,609.00","45,192.00","42,014.00"
0,Envoy,Operating revenue,Operating revenue,"40,419.00","42,650.00","40,990.00"
1,Envoy,Operating revenue,Passenger,"35,542.00","37,124.00","35,512.00"
2,Envoy,Operating revenue,Cargo,830,875,760
3,Envoy,Operating revenue,Others,"4,047.00","4,651.00","4,718.00"
4,Envoy,Operating costs,Operating costs,"37,840.00","38,401.00","34,786.00"
5,Envoy,Operating costs,Aircraft fuel,"11,109.00","10,592.00","6,226.00"
6,Envoy,Operating costs,"Wages, salaries and benefits","7,887.00","8,508.00","9,524.00"
7,Envoy,Operating costs,Regional expenses,"6,417.00","6,516.00","5,983.00"
8,Envoy,Operating costs,"Maintenance, materials and repairs","1,927.00","2,051.00","1,889.00"
9,Envoy,Operating costs,Landing fees and other rentals,"1,699.00","1,727.00","1,731.00"
10,Envoy,Operating costs,Aircraft rent,"1,336.00","1,250.00","1,250.00"
11,Envoy,Operating costs,Selling expense,"1,608.00","1,544.00","1,394.00"
12,Envoy,Operating costs,Depreciation and amortisation,"1,132.00","1,295.00","1,364.00"
13,Envoy,Operating profit (loss),Operating profit (loss),"2,579.00","4,249.00","6,204.00"
14,Envoy,Net profit (loss),Net profit (loss),"-1,233.00","2,882.00","7,610.00"
15,Envoy,Total assets,Total assets,"42,278.00","43,225.00","48,415.00"
16,Envoy,CASH,CASH,"1,140.00",994,390
17,Envoy,Total liabilities,Total liabilities,"45,009.00","41,204.00","42,780.00"
0,Korean Air,Total revenue,Total revenue,"12,719,600.00","11,848,700.00","11,909,748.00"
1,Korean Air,Total revenue,Passenger,"7,932,600.00",,
2,Korean Air,Total revenue,Cargo,"3,098,800.00",,
3,Korean Air,Operating costs,Operating costs,"11,992,300.00","10,753,600.00","11,514,701.00"
4,Korean Air,Operating costs,Fuel,"4,754,200.00","4,352,400.00","4,018,839.00"
5,Korean Air,Operating costs,Labor,"1,645,700.00","1,698,300.00","1,636,372.00"
6,Korean Air,Operating costs,Rental,"220,900.00","417,100.00",
7,Korean Air,Operating costs,Depreciation,"1,486,300.00","1,531,800.00",
8,Korean Air,Operating profit (loss),Operating profit (loss),"318,600.00","-19,600.00","395,047.00"
9,Korean Air,Net profit (loss),Net profit (loss),"256,400.00","-225,000.00","-457,822.00"
10,Korean Air,Total assets,Total assets,"22,973,400.00","22,920,400.00","23,465,724.00"
11,Korean Air,Cash and cash equivalents,Cash and cash equivalents,"1,250,002.00","1,005,505.20","796,604.00"
12,Korean Air,Total liabilities,Total liabilities,"20,069,000.00","20,180,200.00","21,264,566.00"
0,Hainan Airlines,Operating revenue,Operating revenue,"28,867.60","30,231.40","36,043.80"
1,Hainan Airlines,Operating costs,Operating costs,"21,557.60","23,501.20","34,100.60"
2,Hainan Airlines,Operating profit (loss),Operating profit (loss),"1,991.90","2,265.20","2,498.70"
3,Hainan Airlines,Net profit (loss),Net profit (loss),"1,927.80","2,105.10","2,642.60"
4,Hainan Airlines,Total assets,Total assets,"92,719.10","103,281.90","121,982.00"
5,Hainan Airlines,Cash and cash equivalents,Cash and cash equivalents,"22,312.40","20,664.80","21,715.60"
6,Hainan Airlines,Total liabilities,Total liabilities,"68,809.90","77,758.10","90,257.30"
7,Hainan Airlines,Total liabilities,Passenger,,,"31,459.60"
8,Hainan Airlines,Total liabilities,Cargo and excess baggage,,,893.5
0,Air Canada,Operating revenue,Operating revenue,"12,382.00","13,272.00","13,868.00"
1,Air Canada,Operating revenue,Passenger,"11,021.00","11,804.00","12,420.00"
2,Air Canada,Operating revenue,Cargo,474,502,506
3,Air Canada,Operating costs,Operating costs,"11,763.00","12,457.00","12,372.00"
4,Air Canada,Operating costs,Aircraft fuel,"3,534.00","3,747.00","2,464.00"
5,Air Canada,Operating costs,"Wages, salaries and benefits","2,247.00","2,282.00","2,324.00"
6,Air Canada,Operating costs,Airport and navigation fees,983,"1,031.00",802
7,Air Canada,Operating costs,Capacity purchase agreements,"1,123.00","1,182.00",
8,Air Canada,Operating costs,Depreciation and amortisation,578,543,655
9,Air Canada,Operating costs,Aircraft maintenance,632,728,773
10,Air Canada,Operating costs,Sales and distribution,613,672,608
11,Air Canada,Operating costs,Aircraft rent,318,313,353
12,Air Canada,Operating profit (loss),Operating profit (loss),619,815,"1,496.00"
13,Air Canada,Net profit (loss),Net profit (loss),6,105,308
14,Air Canada,Total assets,Total assets,"9,470.00","10,648.00","13,127.00"
15,Air Canada,"Cash, cash equivalents and short-term investments","Cash, cash equivalents and short-term investments","2,208.00","2,275.00","2,672.00"
16,Air Canada,Total liabilities,Total liabilities,"10,867.00","11,781.00","13,087.00"
17,Air Canada,Total liabilities,Regional airlines,,,"2,279.00"
0,Japan Airlines,Operating revenue,Operating revenue,"1,204,800.00","1,238,839.00","1,309,343.00"
1,Japan Airlines,Operating revenue,Passenger,"866,300.00","891,871.00","924,992.00"
2,Japan Airlines,Operating revenue,Cargo,"78,800.00","75,566.00","79,685.00"
3,Japan Airlines,Operating costs,Operating costs,"999,800.00","1,043,596.00","1,142,500.00"
4,Japan Airlines,Operating costs,"Wages, salaries and benefits","213,600.00","226,700.00","235,200.00"
5,Japan Airlines,Operating costs,Aircraft fuel,"232,900.00","246,300.00","283,300.00"
6,Japan Airlines,Operating costs,Landing fees and other rent,"71,600.00","75,100.00","80,200.00"
7,Japan Airlines,Operating profit (loss),Operating profit (loss),"204,900.00","195,242.00","166,792.00"
8,Japan Airlines,Net profit (loss),Net profit (loss),"186,600.00","171,672.00","166,251.00"
9,Japan Airlines,Total assets,Total assets,"1,087,600.00","1,216,612.00","1,340,168.00"
10,Japan Airlines,Cash and cash equivalents,Cash and cash equivalents,"272,400.00","347,986.00","368,774.00"
11,Japan Airlines,Total liabilities,Total liabilities,"673,766.00","633,423.00","629,103.00"
0,Alaska Airlines,Operating revenue,Operating revenue,"5,156.00","5,368.00","5,598.00"
1,Alaska Airlines,Operating revenue,Passenger,"4,267.00","4,579.00","4,793.00"
2,Alaska Airlines,Operating revenue,Freight and mail,113,114,108
3,Alaska Airlines,Operating costs,Operating costs,"4,318.00","4,406.00","4,300.00"
4,Alaska Airlines,Operating costs,Wages and benefits,"1,086.00","1,136.00","1,254.00"
5,Alaska Airlines,Operating costs,"Aircraft fuel, including hedging gains and losses","1,467.00","1,418.00",954
6,Alaska Airlines,Operating costs,Aircraft maintenance,247,229,253
7,Alaska Airlines,Operating costs,Landing fees and other rentals,262,279,296
8,Alaska Airlines,Operating costs,Depreciation and amortisation,270,294,320
9,Alaska Airlines,Operating costs,Food and beverages,84,93,113
10,Alaska Airlines,Operating costs,Variable incentive pay,105,116,120
11,Alaska Airlines,Operating costs,Aircraft rent,119,110,105
12,Alaska Airlines,Operating costs,Contracted services,221,196,214
13,Alaska Airlines,Operating costs,Selling expenses,179,199,211
14,Alaska Airlines,Operating costs,Third party regional carrier expense,,58,72
15,Alaska Airlines,Operating profit (loss),Operating profit (loss),838,962,"1,298.00"
16,Alaska Airlines,Net profit (loss),Net profit (loss),508,605,848
17,Alaska Airlines,Total assets,Total assets,"5,838.00","6,064.00","6,533.00"
18,Alaska Airlines,Cash and cash equivalents,Cash and cash equivalents,80,107,73
19,Alaska Airlines,Total liabilities,Total liabilities,"3,809.00","3,937.00","4,122.00"
0,Cathay Pacific,Operating revenue,Operating revenue,"100,484.00","105,991.00","102,342.00"
1,Cathay Pacific,Operating revenue,Passenger,"71,826.00","75,734.00","73,047.00"
2,Cathay Pacific,Operating revenue,Cargo,"23,663.00","25,400.00","23,122.00"
3,Cathay Pacific,Operating revenue,Others,"4,995.00","4,857.00","6,173.00"
4,Cathay Pacific,Operating costs,Operating costs,"96,724.00","101,556.00","95,678.00"
5,Cathay Pacific,Operating costs,Fuel,"38,132.00","40,299.00","32,968.00"
6,Cathay Pacific,Operating costs,Staff,"17,027.00","18,101.00","18,990.00"
7,Cathay Pacific,Operating costs,"Landing, parking and route expenses","13,531.00","14,196.00","14,675.00"
8,Cathay Pacific,Operating costs,Aircraft depreciation and operating leases,"9,537.00","10,411.00","10,883.00"
9,Cathay Pacific,Operating costs,Aircraft maintenance,"7,542.00","7,077.00","7,504.00"
10,Cathay Pacific,Operating costs,Inflight service and passenger expenses,"4,138.00","4,438.00","4,713.00"
11,Cathay Pacific,Operating costs,"Other depreciation, amortisation and operating leases","1,926.00","2,116.00","2,310.00"
12,Cathay Pacific,Operating costs,Commissions,775,799,798
13,Cathay Pacific,Operating profit (loss),Operating profit (loss),"3,760.00","4,435.00","6,664.00"
14,Cathay Pacific,Net profit (loss),Net profit (loss),"2,904.00","3,450.00","6,308.00"
15,Cathay Pacific,Total assets,Total assets,"171,575.00","171,974.00","172,827.00"
16,Cathay Pacific,Cash and cash equivalents,Cash and cash equivalents,"12,359.00","10,211.00","7,207.00"
17,Cathay Pacific,Total liabilities,Total liabilities,"108,562.00","120,121.00","124,760.00"
0,Garuda Indonesia,Operating revenue,Operating revenue,"3,759,450,23","3,933,530,27","3,814,989,74"
1,Garuda Indonesia,Operating revenue,Passenger,"2,955,288,70","3,147,243,02","3,002,777,94"
2,Garuda Indonesia,Operating revenue,Cargo and mail,"204,716,36","226,839,70","195,881,47"
3,Garuda Indonesia,Operating revenue,Excess baggage,"10,081,11","10,172,64","9,810,31"
4,Garuda Indonesia,Operating costs,Operating costs,"3,746,830,17","4,294,599,04","3,731,785,48"
5,Garuda Indonesia,Operating costs,Fuel,"1,420,139,20","1,560,265,64","1,049,819,78"
6,Garuda Indonesia,Operating costs,Aircraft rental and charter,"592,251,66","765,872,79","904,774,77"
7,Garuda Indonesia,Operating costs,"Ticketing, sales and promotion","335,842,13","354,822,39","309,608,28"
8,Garuda Indonesia,Operating costs,Passenger services,"283,416,38","302,908,13","270,750,08"
9,Garuda Indonesia,Operating costs,User charges and station,"297,019,33","339,756,09","301,880,82"
10,Garuda Indonesia,Operating costs,Maintenance and overhaul,"287,126,40","419,536,77","376,500,96"
11,Garuda Indonesia,Operating profit (loss),Operating profit (loss),"62,942,06","-395,228,12","168,745,44"
12,Garuda Indonesia,Net profit (loss),Net profit (loss),"10,786,15","-368,911,27","77,974,16"
13,Garuda Indonesia,Total assets,Total assets,"2,992,713,20","3,113,079,31","3,310,010,98"
14,Garuda Indonesia,Cash and cash equivalents,Cash and cash equivalents,"480,429,05","434,327,49","519,972,65"
15,Garuda Indonesia,Total liabilities,Total liabilities,"1,866,933,14","2,233,611,72","2,359,287,80"
0,Gol,Revenue,Revenue,"8,956.20","10,066.20","9,778.00"
1,Gol,Revenue,Passenger,"8,122.20","9,045.80","8,583.40"
2,Gol,Revenue,Ancillary,834.1,"1,374.10",
3,Gol,Operating costs,Operating costs,"8,690.20","9,558.80","9,957.80"
4,Gol,Operating costs,Aircraft fuel,"3,610.80","3,842.30","3,301.40"
5,Gol,Operating costs,"Salaries, wages and benefits","1,333.50","1,374.10","1,580.50"
6,Gol,Operating costs,Aircraft rent,699.2,844.6,"1,100.10"
7,Gol,Operating costs,Landing fees,566.5,613.1,681.4
8,Gol,Operating costs,Aircraft and traffic servicing,599.5,747.4,"1,019.80"
9,Gol,Operating costs,Depreciation,561,463.3,419.7
10,Gol,Operating costs,Sales and marketing,516.1,667.4,617.4
